10397,2025-06-05,31,19,2,0.15,1937.9
10398,2025-05-08,426,4,4,0,1590.4
10399,2025-10-15,270,12,4,0.15,2213.37
10400,2025-11-13,106,16,2,0,1878.46
10401,2025-08-06,116,4,5,0,1988.0
10402,2025-11-29,72,13,1,0.15,1019.91
10403,2025-11-02,4,20,2,0.1,442.15
10404,2025-02-24,35,12,5,0,3254.95
10405,2025-10-06,39,15,3,0.05,2231.46
10406,2025-10-06,366,20,5,0,1228.2
10407,2025-04-12,277,1,4,0.05,258.17
10408,2025-04-29,333,15,5,0,3914.85
10409,2025-04-17,50,8,4,0,3998.6
10410,2025-10-22,344,9,3,0.1,833.52
10411,2025-07-07,87,10,3,0.05,301.05
10412,2025-09-07,16,15,1,0,782.97
10413,2025-07-02,165,8,3,0.15,2549.11
10414,2025-04-15,266,5,3,0.15,2334.24
10415,2025-12-08,371,4,1,0.15,337.96
10416,2025-04-02,15,18,5,0,4535.25
10417,2025-01-30,265,11,2,0.15,52.87
10418,2025-09-04,144,16,5,0.15,3991.73
10419,2025-06-24,392,6,5,0.1,2069.64
10420,2025-04-23,377,12,4,0,2603.96
10421,2025-05-31,191,14,1,0.05,403.89
10422,2025-04-21,453,8,1,0.1,899.68
10423,2025-07-15,396,1,4,0.1,244.58
10424,2025-02-01,349,16,4,0,3756.92
10425,2025-02-16,392,8,1,0.15,849.7
10426,2025-08-09,404,3,1,0,260.3
10427,2025-06-20,494,19,3,0,3419.82
10428,2025-05-06,14,20,4,0,982.56
10429,2025-04-08,372,4,3,0,1192.8
10430,2025-09-10,118,16,5,0,4696.15
10431,2025-01-05,498,15,2,0.1,1409.35
10432,2025-01-15,293,7,4,0,3617.6
10433,2025-10-25,416,18,2,0,1814.1
10434,2025-05-27,459,1,3,0.15,173.25
10435,2025-09-02,67,2,2,0,919.78
10436,2025-05-19,201,6,4,0.05,1747.7
10437,2025-08-09,66,10,5,0.05,501.74
10438,2025-05-05,478,16,2,0.05,1784.54
10439,2025-02-01,451,11,4,0.05,118.18
10440,2025-10-22,428,5,5,0,4576.95
10441,2025-07-16,172,8,4,0.15,3398.81
10442,2025-03-08,326,4,1,0.1,357.84
10443,2025-11-15,82,2,3,0.1,1241.7
10444,2025-01-12,281,20,2,0.05,466.72
10445,2025-01-06,357,11,5,0,155.5
10446,2025-08-01,292,20,5,0.05,1166.79
10447,2025-08-11,143,11,3,0.1,83.97
10448,2025-02-10,381,18,4,0.05,3446.79
10449,2025-01-18,151,6,3,0.05,1310.77
10450,2025-02-13,29,12,3,0.05,1855.32
10451,2025-05-24,215,16,1,0.15,798.35
10452,2025-01-25,403,6,1,0.1,413.93
10453,2025-06-11,331,16,5,0.15,3991.73
10454,2025-01-19,348,8,1,0,999.65
10455,2025-11-18,115,9,1,0.05,293.27
10456,2025-06-28,448,2,5,0,2299.45
10457,2025-01-10,199,16,5,0,4696.15
10458,2025-05-20,432,9,4,0.05,1173.1
10459,2025-05-12,159,17,1,0,784.89
10460,2025-05-31,7,2,1,0,459.89
10461,2025-05-11,150,14,3,0.05,1211.68
10462,2025-07-17,320,15,5,0,3914.85
10463,2025-08-14,152,18,3,0,2721.15
10464,2025-01-10,185,14,3,0.15,1084.13
10465,2025-03-14,298,20,3,0.1,663.23
10466,2025-06-11,218,5,4,0.1,3295.4
10467,2025-04-09,31,3,5,0,1301.5
10468,2025-11-05,357,16,3,0,2817.69
10469,2025-02-27,46,17,2,0,1569.78
10470,2025-06-30,406,13,2,0.05,2279.79
10471,2025-12-12,31,18,1,0.05,861.7
10472,2025-11-05,290,11,1,0.05,29.55
10473,2025-06-23,124,4,1,0.1,357.84
10474,2025-09-12,445,3,3,0,780.9
10475,2025-12-17,324,14,3,0.1,1147.9
10476,2025-12-05,487,16,4,0,3756.92
10477,2025-11-17,420,4,1,0,397.6
10478,2025-12-25,398,6,2,0,919.84
10479,2025-07-25,299,15,4,0,3131.88
10480,2025-06-07,84,12,4,0,2603.96
10481,2025-05-11,212,17,3,0.05,2236.94
10482,2025-08-03,195,19,3,0.05,3248.83
10483,2025-11-07,390,17,2,0.05,1491.29
10484,2025-02-13,350,10,5,0,528.15
10485,2025-02-04,95,17,1,0,784.89
10486,2025-11-20,443,15,2,0.05,1487.64
10487,2025-09-10,483,9,5,0,1543.55
10488,2025-08-23,400,19,3,0.15,2906.85
10489,2025-06-03,48,9,5,0.15,1312.02
10490,2025-01-03,157,1,5,0.05,322.71
10491,2025-10-06,197,11,3,0.1,83.97
10492,2025-03-21,121,19,3,0.15,2906.85
10493,2025-09-11,380,17,5,0,3924.45
10494,2025-05-05,330,16,4,0.1,3381.23
10495,2025-08-03,342,16,3,0.15,2395.04
10496,2025-08-20,241,7,5,0,4522.0
10497,2025-05-21,165,8,2,0.05,1899.33
10498,2025-02-21,58,19,5,0.1,5129.73
10499,2025-03-06,63,14,5,0.15,1806.89
10500,2025-08-15,229,10,4,0.1,380.27
10501,2025-12-22,222,14,4,0,1700.6
10502,2025-02-11,355,20,5,0,1228.2
10503,2025-07-06,308,7,2,0.1,1627.92
10504,2025-03-06,430,9,3,0.15,787.21
10505,2025-04-18,337,20,1,0.1,221.08
10506,2025-09-12,223,19,1,0.15,968.95
10507,2025-08-04,407,12,4,0.05,2473.76
10508,2025-01-14,295,4,3,0.1,1073.52
10509,2025-10-30,376,7,4,0.1,3255.84
10510,2025-05-23,24,10,4,0.1,380.27
10511,2025-02-26,495,16,3,0,2817.69
10512,2025-08-28,182,15,1,0,782.97
10513,2025-01-10,497,12,1,0.05,618.44
10514,2025-05-12,189,10,5,0.05,501.74
10515,2025-12-21,19,20,5,0.15,1043.97
10516,2025-06-15,165,15,2,0.05,1487.64
10517,2025-09-09,200,7,3,0.05,2577.54
10518,2025-05-18,479,18,3,0.05,2585.09
10519,2025-12-30,376,11,4,0.1,111.96
10520,2025-04-18,483,14,2,0.05,807.78
10521,2025-04-05,354,9,1,0.05,293.27
10522,2025-06-24,14,19,2,0,2279.88
10523,2025-03-24,352,15,4,0.1,2818.69
10524,2025-11-17,67,17,2,0.1,1412.8
10525,2025-06-17,200,19,5,0.15,4844.75
10526,2025-10-12,255,2,5,0.05,2184.48
10527,2025-11-27,431,6,4,0.1,1655.71
10528,2025-07-29,12,8,4,0.15,3398.81
10529,2025-11-22,277,1,2,0.1,122.29
10530,2025-05-16,223,10,5,0,528.15
10531,2025-05-27,329,20,2,0.05,466.72
10532,2025-09-04,24,2,5,0.1,2069.51
10533,2025-08-10,411,4,3,0,1192.8
10534,2025-08-28,245,16,5,0.05,4461.34
10535,2025-09-09,72,9,1,0.1,277.84
10536,2025-02-03,148,19,5,0,5699.7
10537,2025-12-15,200,7,4,0.15,3074.96
10538,2025-12-18,171,1,4,0,271.76
10539,2025-04-01,176,20,3,0,736.92
10540,2025-11-07,51,13,1,0.05,1139.9
10541,2025-09-01,219,20,5,0,1228.2
10542,2025-09-18,246,20,2,0,491.28
10543,2025-12-09,28,16,1,0,939.23
10544,2025-04-11,269,3,2,0.05,494.57
10545,2025-01-10,423,19,2,0,2279.88
10546,2025-06-03,485,16,2,0,1878.46
10547,2025-10-21,426,14,2,0.05,807.78
10548,2025-02-20,320,10,5,0,528.15
10549,2025-12-11,47,13,5,0.05,5699.48
10550,2025-11-10,465,20,1,0,245.64
10551,2025-10-21,331,6,3,0.1,1241.78
10552,2025-01-21,462,9,2,0,617.42
10553,2025-03-21,55,18,5,0.1,4081.72
10554,2025-05-15,307,4,4,0.05,1510.88
10555,2025-02-19,303,12,1,0,650.99
10556,2025-04-29,15,7,5,0,4522.0
10557,2025-07-17,189,20,4,0.1,884.3
10558,2025-05-10,331,19,2,0,2279.88
10559,2025-04-07,294,10,5,0,528.15
10560,2025-07-02,370,16,3,0,2817.69
10561,2025-06-03,272,17,4,0,3139.56
10562,2025-05-04,243,16,3,0.15,2395.04
10563,2025-01-28,323,11,2,0,62.2
10564,2025-08-18,418,6,4,0,1839.68
10565,2025-08-21,351,3,5,0,1301.5
10566,2025-07-25,417,3,2,0.05,494.57
10567,2025-06-30,24,11,2,0,62.2
10568,2025-11-13,218,15,5,0,3914.85
10569,2025-12-12,143,10,5,0,528.15
10570,2025-03-15,354,15,4,0.15,2662.1
10571,2025-12-29,368,15,4,0.15,2662.1
10572,2025-09-19,454,8,5,0.15,4248.51
10573,2025-11-01,427,9,1,0,308.71
10574,2025-08-12,438,17,4,0,3139.56
10575,2025-09-03,260,16,3,0.1,2535.92
10576,2025-07-16,404,18,5,0,4535.25
10577,2025-01-10,27,10,4,0.1,380.27
10578,2025-11-02,361,6,4,0.15,1563.73
10579,2025-06-10,491,13,2,0.05,2279.79
10580,2025-09-06,52,11,2,0,62.2
10581,2025-01-26,341,17,2,0,1569.78
10582,2025-05-16,147,1,1,0,67.94
10583,2025-10-18,236,4,1,0,397.6
10584,2025-05-08,305,9,2,0.1,555.68
10585,2025-08-05,29,6,3,0.1,1241.78
10586,2025-05-30,271,4,5,0.1,1789.2
10587,2025-06-12,114,12,1,0,650.99
10588,2025-07-09,299,7,2,0,1808.8
10589,2025-01-16,339,3,1,0.05,247.28
10590,2025-07-09,262,10,4,0.1,380.27
10591,2025-02-16,432,8,2,0.1,1799.37
10592,2025-12-24,30,2,1,0.1,413.9
10593,2025-04-08,141,19,1,0.1,1025.95
10594,2025-01-15,185,14,4,0,1700.6
10595,2025-02-23,4,6,4,0,1839.68
10596,2025-05-01,233,7,5,0.1,4069.8
10597,2025-02-12,416,2,1,0,459.89
10598,2025-10-17,339,10,2,0.1,190.13
10599,2025-10-10,81,3,5,0,1301.5
10600,2025-12-13,471,6,3,0,1379.76
10601,2025-02-09,1,14,2,0.15,722.75
10602,2025-05-19,196,11,5,0.1,139.95
10603,2025-01-28,475,13,2,0.05,2279.79
10604,2025-05-19,438,3,2,0.05,494.57
10605,2025-05-22,278,2,4,0,1839.56
10606,2025-12-31,33,18,1,0,907.05
10607,2025-06-23,490,10,1,0,105.63
10608,2025-05-05,458,11,1,0,31.1
10609,2025-11-09,293,11,4,0,124.4
10610,2025-09-04,426,5,4,0.15,3112.33
10611,2025-12-26,400,7,3,0.1,2441.88
10612,2025-08-12,249,20,4,0,982.56
10613,2025-05-12,434,11,5,0.05,147.72
10614,2025-06-12,193,5,4,0.05,3478.48
10615,2025-03-28,5,9,2,0.05,586.55
10616,2025-01-30,206,9,4,0.15,1049.61
10617,2025-12-06,449,9,5,0.1,1389.19
10618,2025-09-09,388,4,3,0.05,1133.16
10619,2025-09-23,451,4,2,0.1,715.68
10620,2025-02-25,398,16,1,0.05,892.27
10621,2025-02-19,288,18,4,0,3628.2
10622,2025-01-11,189,18,1,0.15,770.99
10623,2025-07-01,256,11,4,0,124.4
10624,2025-07-25,286,6,4,0.15,1563.73
10625,2025-01-24,196,11,3,0.05,88.64
10626,2025-02-16,376,10,3,0.05,301.05
10627,2025-11-16,383,5,3,0,2746.17
10628,2025-09-10,384,13,1,0.15,1019.91
10629,2025-12-25,276,2,3,0,1379.67
10630,2025-03-05,34,11,2,0.1,55.98
10631,2025-12-03,343,17,4,0,3139.56
10632,2025-05-10,211,17,5,0.1,3532.01
10633,2025-03-15,23,10,3,0,316.89
10634,2025-12-07,211,19,5,0,5699.7
10635,2025-01-03,151,5,4,0.1,3295.4
10636,2025-02-10,338,18,4,0,3628.2
10637,2025-10-01,23,14,1,0.05,403.89
10638,2025-07-04,113,14,5,0.1,1913.17
10639,2025-11-02,79,8,4,0.1,3598.74
10640,2025-12-16,211,4,1,0.05,377.72
10641,2025-08-24,129,4,1,0.05,377.72
10642,2025-09-11,20,1,4,0,271.76
10643,2025-06-28,42,15,1,0.15,665.52
10644,2025-01-03,451,1,4,0.1,244.58
10645,2025-04-02,284,9,5,0.05,1466.37
10646,2025-07-05,499,12,4,0.1,2343.56
10647,2025-11-17,53,17,4,0.1,2825.6
10648,2025-08-10,247,2,4,0.1,1655.6
10649,2025-11-06,68,3,2,0,520.6
10650,2025-06-03,284,8,5,0,4998.25
10651,2025-01-06,133,7,5,0,4522.0
10652,2025-03-23,57,12,4,0,2603.96
10653,2025-11-15,382,12,4,0.15,2213.37
10654,2025-08-05,114,7,4,0.05,3436.72
10655,2025-09-26,402,2,5,0,2299.45
10656,2025-06-26,88,2,5,0.15,1954.53
10657,2025-05-27,414,9,4,0.1,1111.36
10658,2025-10-04,303,18,1,0,907.05
10659,2025-06-25,91,6,4,0,1839.68
10660,2025-04-21,32,18,4,0,3628.2
10661,2025-10-14,381,1,5,0,339.7
10662,2025-09-09,77,12,1,0,650.99
10663,2025-11-29,436,13,2,0,2399.78
10664,2025-05-04,377,13,4,0,4799.56
10665,2025-06-22,116,12,5,0.05,3092.2
10666,2025-02-24,454,20,3,0,736.92
10667,2025-07-13,201,15,1,0.1,704.67
10668,2025-03-19,362,14,5,0.1,1913.17
10669,2025-10-05,449,12,4,0,2603.96
10670,2025-03-09,198,2,3,0,1379.67
10671,2025-09-20,442,13,4,0,4799.56
10672,2025-02-01,475,5,5,0,4576.95
10673,2025-05-22,92,11,3,0,93.3
10674,2025-01-11,413,18,4,0.15,3083.97
10675,2025-11-10,138,1,4,0.15,231.0
10676,2025-04-15,410,15,5,0.1,3523.37
10677,2025-10-02,467,4,2,0.05,755.44
10678,2025-01-29,457,4,1,0,397.6
10679,2025-06-15,224,13,5,0.05,5699.48
10680,2025-05-04,264,10,5,0,528.15
10681,2025-01-03,489,1,3,0.1,183.44
10682,2025-12-26,32,8,3,0.1,2699.05
10683,2025-11-08,1,18,4,0,3628.2
10684,2025-10-17,197,9,2,0.1,555.68
10685,2025-01-03,191,20,3,0.05,700.07
10686,2025-01-27,240,20,3,0.15,626.38
10687,2025-01-30,421,8,3,0.1,2699.05
10688,2025-09-08,8,5,5,0.15,3890.41
10689,2025-08-22,13,6,4,0.05,1747.7
10690,2025-04-07,189,4,1,0,397.6
10691,2025-03-02,165,2,5,0.15,1954.53
10692,2025-09-09,475,11,3,0.05,88.64
10693,2025-10-05,247,7,5,0,4522.0
10694,2025-04-03,278,10,4,0.05,401.39
10695,2025-03-23,13,13,5,0,5999.45
10696,2025-01-02,257,11,4,0,124.4
10697,2025-04-25,177,11,2,0,62.2
10698,2025-10-02,190,5,3,0,2746.17
10699,2025-01-29,164,12,1,0,650.99
10700,2025-05-10,169,6,4,0,1839.68
10701,2025-10-11,48,15,5,0.1,3523.37
10702,2025-01-07,345,12,3,0,1952.97
10703,2025-12-21,107,20,1,0.15,208.79
10704,2025-02-14,326,9,5,0,1543.55
10705,2025-05-29,184,3,1,0,260.3
10706,2025-09-10,12,1,3,0,203.82
10707,2025-02-04,141,12,3,0.1,1757.67
10708,2025-04-19,298,20,2,0,491.28
10709,2025-12-25,243,14,5,0,2125.75
10710,2025-10-15,402,13,5,0.15,5099.53
10711,2025-04-26,136,15,5,0.1,3523.37
10712,2025-04-14,429,20,1,0.15,208.79
10713,2025-12-12,480,5,3,0,2746.17
10714,2025-11-05,436,7,1,0.1,813.96
10715,2025-07-31,27,12,2,0.1,1171.78
10716,2025-08-13,416,2,1,0,459.89
10717,2025-04-15,155,4,4,0,1590.4
10718,2025-11-12,313,10,1,0,105.63
10719,2025-10-02,331,11,1,0.15,26.44
10720,2025-07-19,114,14,5,0.05,2019.46
10721,2025-08-09,446,7,3,0,2713.2
10722,2025-06-29,496,14,2,0,850.3
10723,2025-06-11,337,10,5,0.05,501.74
10724,2025-10-10,191,14,1,0.05,403.89
10725,2025-10-26,17,18,3,0,2721.15
10726,2025-07-15,470,10,2,0,211.26
10727,2025-11-13,274,15,5,0.15,3327.62
10728,2025-04-27,246,14,2,0,850.3
10729,2025-01-05,66,7,3,0,2713.2
10730,2025-05-04,415,7,2,0.15,1537.48
10731,2025-02-23,269,8,5,0.1,4498.43
10732,2025-06-16,3,5,1,0.15,778.08
10733,2025-09-11,372,5,1,0.05,869.62
10734,2025-06-08,3,1,2,0.15,115.5
10735,2025-07-14,470,14,4,0.15,1445.51
10736,2025-01-21,156,15,4,0,3131.88
10737,2025-03-24,200,2,4,0.05,1747.58
10738,2025-11-07,245,17,4,0.1,2825.6
10739,2025-09-15,104,14,1,0.05,403.89
10740,2025-04-10,106,16,5,0,4696.15
10741,2025-09-27,432,18,2,0,1814.1
10742,2025-10-16,98,2,4,0,1839.56
10743,2025-10-25,48,20,5,0,1228.2
10744,2025-09-13,151,15,1,0.1,704.67
10745,2025-09-26,186,4,4,0,1590.4
10746,2025-10-16,54,1,5,0.1,305.73
10747,2025-07-26,430,7,4,0.15,3074.96
10748,2025-09-16,479,6,1,0.1,413.93
10749,2025-07-18,279,19,1,0,1139.94
10750,2025-09-16,194,13,5,0,5999.45
10751,2025-09-07,449,6,5,0,2299.6
10752,2025-07-09,160,6,2,0.15,781.86
10753,2025-07-13,345,9,3,0.15,787.21
10754,2025-08-05,476,1,5,0,339.7
10755,2025-11-02,347,15,2,0,1565.94
10756,2025-02-21,324,10,5,0.15,448.93
10757,2025-11-06,403,15,4,0,3131.88
10758,2025-01-22,112,4,5,0,1988.0
10759,2025-05-16,272,7,5,0,4522.0
10760,2025-06-27,317,18,3,0.05,2585.09
10761,2025-08-22,466,17,5,0.15,3335.78
10762,2025-10-01,23,9,2,0,617.42
10763,2025-06-12,131,14,5,0.1,1913.17
10764,2025-11-21,470,15,2,0.1,1409.35
10765,2025-02-21,31,6,2,0,919.84
10766,2025-12-19,344,17,1,0.1,706.4
10767,2025-08-01,361,14,3,0,1275.45
10768,2025-10-23,164,20,4,0.05,933.43
10769,2025-09-29,114,1,4,0.15,231.0
10770,2025-08-16,5,7,5,0,4522.0
10771,2025-12-28,473,11,2,0.1,55.98
10772,2025-08-03,55,5,5,0.15,3890.41
10773,2025-05-28,255,1,1,0.05,64.54
10774,2025-09-07,403,11,5,0,155.5
10775,2025-04-13,121,15,1,0.05,743.82
10776,2025-03-03,420,6,4,0.05,1747.7
10777,2025-05-19,199,5,4,0.15,3112.33
10778,2025-05-10,309,9,2,0,617.42
10779,2025-09-12,428,4,5,0,1988.0
10780,2025-01-20,231,8,3,0.15,2549.11
10781,2025-08-11,245,14,2,0,850.3
10782,2025-01-08,271,10,4,0.15,359.14
10783,2025-05-10,141,13,1,0,1199.89
10784,2025-08-18,171,15,3,0.1,2114.02
10785,2025-03-13,497,13,1,0.15,1019.91
10786,2025-09-19,315,16,3,0.1,2535.92
10787,2025-06-11,176,5,3,0.05,2608.86
10788,2025-06-21,77,9,5,0.1,1389.19
10789,2025-03-31,206,15,5,0,3914.85
10790,2025-01-29,294,20,4,0,982.56
10791,2025-08-30,70,14,5,0.05,2019.46
10792,2025-12-08,23,14,1,0,425.15
10793,2025-02-23,161,9,2,0.15,524.81
10794,2025-04-30,84,15,5,0.1,3523.37
10795,2025-09-27,344,18,2,0,1814.1
10796,2025-04-14,316,5,5,0.15,3890.41
10797,2025-03-12,269,13,2,0.05,2279.79
10798,2025-08-05,332,9,5,0.1,1389.19
10799,2025-07-31,96,19,4,0,4559.76
10800,2025-07-04,31,8,4,0.05,3798.67
10801,2025-11-25,255,9,5,0,1543.55
10802,2025-04-13,287,10,4,0,422.52
10803,2025-10-24,362,10,2,0.1,190.13
10804,2025-04-29,75,16,3,0,2817.69
10805,2025-01-17,332,13,1,0,1199.89
10806,2025-07-31,77,14,3,0.1,1147.9
10807,2025-10-27,326,2,4,0,1839.56
10808,2025-01-19,146,20,5,0,1228.2
10809,2025-11-02,4,2,1,0.1,413.9
10810,2025-12-07,201,12,5,0.05,3092.2
10811,2025-06-09,159,11,2,0,62.2
10812,2025-08-31,28,4,5,0.05,1888.6
10813,2025-03-08,438,13,4,0.05,4559.58
10814,2025-01-03,442,6,3,0,1379.76
10815,2025-06-24,421,5,5,0.15,3890.41
10816,2025-12-18,260,15,2,0,1565.94
10817,2025-03-22,256,7,1,0.1,813.96
10818,2025-07-24,204,12,5,0,3254.95
10819,2025-01-31,24,15,5,0.1,3523.37
10820,2025-03-02,385,3,4,0,1041.2
10821,2025-01-01,110,9,2,0.05,586.55
10822,2025-07-28,18,1,3,0,203.82
10823,2025-08-04,76,15,3,0,2348.91
10824,2025-11-27,159,19,3,0.1,3077.84
10825,2025-08-09,174,5,3,0,2746.17
10826,2025-04-09,434,11,3,0.1,83.97
10827,2025-12-11,456,16,3,0,2817.69
10828,2025-01-08,42,14,2,0.15,722.75
10829,2025-06-30,192,19,2,0.15,1937.9
10830,2025-06-25,276,16,3,0.15,2395.04
10831,2025-09-10,328,18,3,0.15,2312.98
10832,2025-01-31,478,6,3,0,1379.76
10833,2025-06-15,345,12,2,0.15,1106.68
10834,2025-04-27,378,6,1,0,459.92
10835,2025-04-29,205,9,1,0,308.71
10836,2025-11-05,322,5,4,0.1,3295.4
10837,2025-05-31,361,9,3,0,926.13
10838,2025-10-31,117,5,3,0.05,2608.86
10839,2025-09-26,348,15,4,0.1,2818.69
10840,2025-12-29,355,10,1,0.05,100.35
10841,2025-08-21,439,16,2,0.05,1784.54
10842,2025-05-21,326,13,5,0.1,5399.51
10843,2025-04-19,77,17,3,0,2354.67
10844,2025-07-29,289,1,4,0,271.76
10845,2025-11-02,12,2,5,0.1,2069.51
10846,2025-05-30,287,10,2,0.15,179.57
10847,2025-10-24,261,6,5,0,2299.6
10848,2025-11-22,34,13,3,0,3599.67
10849,2025-09-15,63,5,2,0.1,1647.7
10850,2025-06-28,183,17,5,0.1,3532.01
10851,2025-04-03,497,2,3,0.15,1172.72
10852,2025-01-01,304,3,3,0.05,741.86
10853,2025-10-21,241,19,5,0,5699.7
10854,2025-05-14,186,17,2,0.05,1491.29
10855,2025-07-13,348,12,3,0,1952.97
10856,2025-04-25,334,5,3,0,2746.17
10857,2025-05-21,471,9,1,0.1,277.84
10858,2025-09-21,355,1,1,0.1,61.15
10859,2025-02-06,437,7,2,0.15,1537.48
10860,2025-11-29,169,20,3,0,736.92
10861,2025-10-04,166,15,3,0.05,2231.46
10862,2025-08-30,318,1,2,0,135.88
10863,2025-03-25,80,17,1,0,784.89
10864,2025-04-04,407,3,4,0.05,989.14
10865,2025-02-18,327,5,5,0,4576.95
10866,2025-05-15,164,9,4,0.15,1049.61
10867,2025-04-22,259,19,4,0.1,4103.78
10868,2025-01-30,27,16,3,0,2817.69
10869,2025-11-15,228,1,3,0,203.82
10870,2025-03-08,327,13,4,0,4799.56
10871,2025-07-27,95,15,2,0.05,1487.64
10872,2025-03-08,366,7,4,0.05,3436.72
10873,2025-01-02,232,5,4,0.15,3112.33
10874,2025-05-11,269,2,4,0,1839.56
10875,2025-11-15,247,17,2,0.1,1412.8
10876,2025-09-13,310,17,4,0.05,2982.58
10877,2025-11-14,84,7,5,0.15,3843.7
10878,2025-07-19,223,7,5,0,4522.0
10879,2025-06-03,416,17,3,0.05,2236.94
10880,2025-12-14,138,4,5,0.15,1689.8
10881,2025-09-17,345,8,3,0.1,2699.05
10882,2025-03-20,499,19,5,0,5699.7
10883,2025-11-06,205,5,1,0,915.39
10884,2025-02-23,215,12,3,0.15,1660.02
10885,2025-06-10,371,19,2,0.1,2051.89
10886,2025-08-17,476,10,5,0.1,475.33
10887,2025-07-04,491,4,3,0,1192.8
10888,2025-02-06,99,7,4,0.15,3074.96
10889,2025-02-06,482,8,2,0.05,1899.33
10890,2025-06-18,419,16,4,0,3756.92
10891,2025-02-18,316,14,4,0.1,1530.54
10892,2025-03-14,185,2,1,0,459.89
10893,2025-01-23,411,1,2,0.1,122.29
10894,2025-06-07,271,14,5,0.15,1806.89
10895,2025-12-10,183,17,4,0,3139.56
10896,2025-06-29,394,1,1,0,67.94
10897,2025-04-27,483,11,5,0,155.5
10898,2025-04-09,448,14,1,0.15,361.38
10899,2025-06-19,359,1,2,0.1,122.29
10900,2025-11-03,428,13,2,0,2399.78
10901,2025-08-28,374,18,5,0,4535.25
10902,2025-05-27,363,16,4,0,3756.92
10903,2025-09-21,92,13,5,0.1,5399.51
10904,2025-02-15,163,7,1,0.05,859.18
10905,2025-04-16,84,9,5,0.1,1389.19
10906,2025-08-16,69,1,3,0.1,183.44
10907,2025-02-19,309,7,3,0.05,2577.54
10908,2025-05-18,129,20,1,0.15,208.79
10909,2025-07-12,362,19,3,0.05,3248.83
10910,2025-11-30,497,19,4,0,4559.76
10911,2025-12-09,325,9,2,0.15,524.81
10912,2025-10-22,143,1,2,0.1,122.29
10913,2025-07-01,229,3,4,0,1041.2
10914,2025-09-28,341,14,3,0,1275.45
10915,2025-01-31,332,15,3,0,2348.91
10916,2025-03-21,459,18,3,0,2721.15
10917,2025-01-16,331,4,2,0,795.2
10918,2025-08-11,335,18,4,0,3628.2
10919,2025-07-01,10,16,5,0,4696.15
10920,2025-07-11,141,9,4,0.1,1111.36
10921,2025-11-14,488,3,4,0.1,937.08
10922,2025-12-18,373,15,4,0,3131.88
10923,2025-06-20,496,3,1,0.05,247.28
10924,2025-01-01,121,9,1,0,308.71
10925,2025-12-01,95,13,3,0.05,3419.69
10926,2025-12-22,233,13,3,0.1,3239.7
10927,2025-11-25,190,14,4,0.05,1615.57
10928,2025-04-09,382,15,2,0.15,1331.05
10929,2025-09-03,330,16,3,0,2817.69
10930,2025-06-22,392,2,1,0.1,413.9
10931,2025-11-11,267,11,1,0,31.1
10932,2025-01-28,124,8,5,0.05,4748.34
10933,2025-12-26,457,14,2,0,850.3
10934,2025-11-22,160,16,1,0.1,845.31
10935,2025-07-12,429,4,3,0,1192.8
10936,2025-04-23,436,15,1,0.05,743.82
10937,2025-03-26,105,10,5,0.15,448.93
10938,2025-12-30,1,16,5,0,4696.15
